news_id,category,subcategory,i,p
N42241,news,newsscienceandtechnology,5061,notpoli
N42245,news,newscrime,9363,notpoli
N42254,news,newsus,27873,notpoli
N42275,news,newsus,8101,notpoli
N42290,news,newsus,14466,notpoli
N42295,news,newsus,4067,notpoli
N42298,news,newsus,24333,notpoli
N42303,news,newsworld,9112,notpoli
N42318,news,newsoffbeat,2779,notpoli
N42326,news,newsopinion,5154,notpoli
N4233,news,newsus,4798,notpoli
N42347,news,newsoffbeat,16961,notpoli
N42370,news,newsus,15631,notpoli
N42373,news,newsus,22504,notpoli
N42383,news,newsus,20016,notpoli
N42388,news,newsus,15145,notpoli
N42396,news,newsworld,17685,notpoli
N42397,news,newsus,4748,notpoli
N42425,news,newsus,14801,notpoli
N4244,news,newsscienceandtechnology,26680,notpoli
N42450,news,newsus,9550,notpoli
N42458,news,newsus,12780,notpoli
N42531,news,newsus,9888,notpoli
N42536,news,newscrime,28942,notpoli
N42540,news,newsscienceandtechnology,5491,notpoli
N42544,news,newsworld,28287,notpoli
N42552,news,newscrime,20634,notpoli
N42563,news,newsus,20774,notpoli
N42573,news,newscrime,6397,notpoli
N42578,news,newscrime,8379,notpoli
N42592,news,newscrime,1632,notpoli
N42655,news,newsus,3598,notpoli
N42673,news,newsworld,8062,notpoli
N42685,news,newsworld,1584,notpoli
N42686,news,newsus,13673,notpoli
N42693,news,newscrime,13835,notpoli
N42728,news,newscrime,6634,notpoli
N4275,news,newsgoodnews,917,notpoli
N42759,news,newsus,1710,notpoli
N42760,news,newsus,9954,notpoli
N42765,news,newsscienceandtechnology,22124,notpoli
N42831,news,newsscienceandtechnology,27891,notpoli
N42834,news,newsus,12202,notpoli
N42837,news,newsscienceandtechnology,15574,notpoli
N42850,news,newsscienceandtechnology,3615,notpoli
N42866,news,newsus,22796,notpoli
N42874,news,newsus,20869,notpoli
N42881,news,newsus,5835,notpoli
N42900,news,newsscienceandtechnology,23725,notpoli
N42954,news,newsscienceandtechnology,4417,notpoli
N42972,news,newsus,10397,notpoli
N42975,news,newscrime,12438,notpoli
N42980,news,newsoffbeat,27447,notpoli
N43000,news,newsworld,398,notpoli
N4301,news,newsus,12423,notpoli
N43011,news,newsus,28422,notpoli
N43016,news,newscrime,13741,notpoli
N43037,news,newscrime,21522,notpoli
N4304,news,newsscienceandtechnology,2654,notpoli
N43046,news,newsus,24245,notpoli
N43086,news,newsworld,5044,notpoli
N43093,news,newsbusiness,27459,notpoli
N43100,news,newsoffbeat,5039,notpoli
N43115,news,newsus,7964,notpoli
N43159,news,newsus,10818,notpoli
N43166,news,newscrime,767,notpoli
N43186,news,newsus,635,notpoli
N43225,news,newsworld,27121,notpoli
N43242,news,newsus,6135,notpoli
N43246,news,newsus,9142,notpoli
N43249,news,newsus,7848,notpoli
N43250,news,newsworld,29197,notpoli
N43254,news,newsus,14171,notpoli
N4331,news,newsworld,13235,notpoli
N43321,news,newsworld,2166,notpoli
N43333,news,newsworld,29044,notpoli
N43359,news,newsus,8271,notpoli
N43365,news,newsus,21445,notpoli
N43376,news,newscrime,28055,notpoli
N43405,news,newsus,10856,notpoli
N43412,news,newsscienceandtechnology,25809,notpoli
N43435,news,newscrime,20850,notpoli
N43450,news,newsworld,1614,notpoli
N43498,news,newsworld,28666,notpoli
N43524,news,newscrime,12598,notpoli
N43533,news,newsscienceandtechnology,4088,notpoli
N43544,news,newsus,20435,notpoli
N43555,news,newsscienceandtechnology,260,notpoli
N43597,news,newsus,9906,notpoli
N43628,news,newscrime,1923,notpoli
N43633,news,newsus,27745,notpoli
N43653,news,newsus,22596,notpoli
N43660,news,newsoffbeat,3367,notpoli
N43675,news,newsus,21122,notpoli
N43700,news,newsus,1659,notpoli
N43704,news,newsus,23811,notpoli
N43723,news,newsus,5123,notpoli
N43726,news,newscrime,3812,notpoli
N43755,news,newscrime,760,notpoli
N43774,news,newsopinion,8494,notpoli
N43785,news,newsworld,20106,notpoli
N43793,news,newscrime,9135,notpoli
N43800,news,newsworld,1151,notpoli
N43819,news,newsscienceandtechnology,22888,notpoli
N4382,news,newsscienceandtechnology,27959,notpoli
N43842,news,newsus,22636,notpoli
N4385,news,newsus,2865,notpoli
N43853,news,newsscienceandtechnology,4354,notpoli
N43916,news,newsus,19226,notpoli
N43921,news,newsus,9119,notpoli
N43962,news,newsus,15077,notpoli
N43979,news,newsscienceandtechnology,28444,notpoli
N43989,news,newsus,17927,notpoli
N43990,news,newsus,25125,notpoli
N44010,news,newsus,25687,notpoli
N44012,news,newsoffbeat,26126,notpoli
N44029,news,newsus,7868,notpoli
N44031,news,newsus,8139,notpoli
N44032,news,newsgoodnews,24035,notpoli
N44037,news,newscrime,728,notpoli
N44041,news,newsscienceandtechnology,26880,notpoli
N44067,news,newsopinion,4944,notpoli
N44068,news,newsus,28212,notpoli
N44073,news,newsus,21736,notpoli
N4408,news,newsus,837,notpoli
N44096,news,newscrime,3582,notpoli
N44109,news,newsworld,120,notpoli
N4411,news,newsopinion,2015,notpoli
N44115,news,newsworld,11544,notpoli
N44166,news,newscrime,27437,notpoli
N44253,news,newsus,14783,notpoli
N44270,news,newsus,24173,notpoli
N44275,news,newsus,23253,notpoli
N44307,news,newsus,27438,notpoli
N44311,news,newsoffbeat,1594,notpoli
N44365,news,newsus,26271,notpoli
N44376,news,newscrime,6876,notpoli
N44388,news,newsus,20418,notpoli
N44437,news,newsus,2406,notpoli
N44442,news,newsus,28987,notpoli
N44453,news,newsus,6069,notpoli
N44463,news,newsus,22180,notpoli
N44516,news,newsus,17350,notpoli
N44543,news,newsscienceandtechnology,9226,notpoli
N44577,news,newsus,24353,notpoli
N44598,news,newsopinion,2565,notpoli
N446,news,newsworld,17600,notpoli
N44604,news,newsus,19981,notpoli
N44619,news,newsscienceandtechnology,23128,notpoli
N44636,news,newsus,16341,notpoli
N44648,news,newscrime,12036,notpoli
N44663,news,newsus,27815,notpoli
N44696,news,newsus,26262,notpoli
N44699,news,newsscienceandtechnology,12777,notpoli
N44710,news,newsus,17852,notpoli
N44718,news,newsus,16238,notpoli
N44737,news,newsus,7714,notpoli
N44749,news,newscrime,11349,notpoli
N44769,news,newscrime,12229,notpoli
N44786,news,newsus,26741,notpoli
N44803,news,newsus,23042,notpoli
N44827,news,newsoffbeat,4052,notpoli
N44829,news,newsus,22307,notpoli
N44835,news,newscrime,9980,notpoli
N44839,news,newscrime,14215,notpoli
N44867,news,newsus,7807,notpoli
N44884,news,newsus,21231,notpoli
N44917,news,newsworld,19966,notpoli
N44928,news,newscrime,18059,notpoli
N4509,news,newsus,9268,notpoli
N45095,news,newsus,10194,notpoli
N45114,news,newsus,10617,notpoli
N45124,news,newsopinion,1704,notpoli
N45162,news,newscrime,2348,notpoli
N45208,news,newsus,8089,notpoli
N45214,news,newsus,8011,notpoli
N45219,news,newsus,1499,notpoli
N45238,news,newsscienceandtechnology,19863,notpoli
N45252,news,newsphotos,20425,notpoli
N45275,news,newsus,28440,notpoli
N45312,news,newscrime,10739,notpoli
N45317,news,newsus,7490,notpoli
N45324,news,newsus,29146,notpoli
N45326,news,newsus,18512,notpoli
N45346,news,newsus,27866,notpoli
N45369,news,newsus,4286,notpoli
N45374,news,newscrime,16334,notpoli
N45387,news,newsus,9038,notpoli
N45410,news,newsus,186,notpoli
N45423,news,newscrime,10356,notpoli
N45441,news,newscrime,10608,notpoli
N45449,news,newsus,28846,notpoli
N45455,news,newsworld,9408,notpoli
N4547,news,newsus,26766,notpoli
N45506,news,newsus,27001,notpoli
N45533,news,newsworld,3621,notpoli
N45577,news,newsus,4746,notpoli
N45595,news,newsopinion,27162,notpoli
N45600,news,newsus,6110,notpoli
N45610,news,newsus,4989,notpoli
N45688,news,newscrime,5760,notpoli
N45691,news,newsscienceandtechnology,4773,notpoli
N45700,news,newsus,8102,notpoli
N4571,news,newsus,16795,notpoli
N45716,news,newsus,8385,notpoli
N45763,news,newsus,10011,notpoli
N45766,news,newscrime,10148,notpoli
N45795,news,newsus,28163,notpoli
N45815,news,newsus,17312,notpoli
N45832,news,newsus,13047,notpoli
N45835,news,newsscienceandtechnology,3605,notpoli
N45845,news,newscrime,5594,notpoli
N45862,news,newsus,1750,notpoli
N45869,news,newsus,22188,notpoli
N45877,news,newsus,7858,notpoli
N45895,news,newsus,17561,notpoli
N4591,news,newsus,10214,notpoli
N45921,news,newsus,2597,notpoli
N460,news,newsus,19017,notpoli
N46005,news,newsus,24092,notpoli
N46095,news,newsus,20072,notpoli
N4610,news,newsscienceandtechnology,2255,notpoli
N46103,news,newscrime,7001,notpoli
N46110,news,newsus,5464,notpoli
N46124,news,newscrime,28749,notpoli
N4622,news,newsscienceandtechnology,7458,notpoli
N46241,news,newsscienceandtechnology,11415,notpoli
N46245,news,newsoffbeat,22763,notpoli
N46262,news,newsworld,67,notpoli
N46264,news,newsus,27857,notpoli
N46302,news,newsweather,19758,notpoli
N46320,news,newsus,3416,notpoli
N46344,news,newsscienceandtechnology,11485,notpoli
N46367,news,newsworld,3713,notpoli
N46377,news,newsus,20893,notpoli
N46415,news,newsworld,237,notpoli
N46421,news,newscrime,24416,notpoli
N46428,news,newsus,23413,notpoli
N46435,news,newsus,20609,notpoli
N46453,news,newsscienceandtechnology,4932,notpoli
N46462,news,newsus,7728,notpoli
N46468,news,newsus,1271,notpoli
N4647,news,newsus,15274,notpoli
N4648,news,causes-poverty,390,notpoli
N46490,news,newsus,6184,notpoli
N46494,news,newsus,2332,notpoli
N46515,news,newsus,18210,notpoli
N46570,news,newsoffbeat,10507,notpoli
N46603,news,newsus,11016,notpoli
N4663,news,newsus,12201,notpoli
N46637,news,newscrime,6096,notpoli
N46652,news,newsscienceandtechnology,1739,notpoli
N46661,news,newsus,22900,notpoli
N46670,news,newsus,5643,notpoli
N46682,news,newsus,9069,notpoli
N46694,news,newsbusiness,4614,notpoli
N46721,news,newsscienceandtechnology,17607,notpoli
N46729,news,newscrime,20847,notpoli
N46732,news,newsus,11471,notpoli
N46748,news,newsworld,576,notpoli
N46754,news,newsus,28262,notpoli
N46755,news,newsus,7009,notpoli
N46776,news,newsus,22799,notpoli
N46785,news,newsgoodnews,556,notpoli
N46798,news,newsworld,2434,notpoli
N46801,news,newsus,26244,notpoli
N46839,news,newsus,17713,notpoli
N46862,news,newsus,26771,notpoli
N46895,news,newsus,18509,notpoli
N4691,news,newsworld,20084,notpoli
N46911,news,newsworld,6838,notpoli
N46931,news,newsus,115,notpoli
N46932,news,newsus,16405,notpoli
N46935,news,newsscienceandtechnology,4254,notpoli
N4694,news,newsus,26227,notpoli
N46944,news,newsworld,18637,notpoli
N46958,news,newsus,15195,notpoli
N46965,news,newsus,13556,notpoli
N46975,news,newsscienceandtechnology,4787,notpoli
N46979,news,newscrime,22212,notpoli
N46992,news,newsus,14024,notpoli
N46996,news,newsus,13651,notpoli
N47032,news,newscrime,21903,notpoli
N47053,news,newsworld,19926,notpoli
N47064,news,newsus,18803,notpoli
N47072,news,newsus,7823,notpoli
N47085,news,newsus,14130,notpoli
N47110,news,newscrime,521,notpoli
N47146,news,newsworld,2581,notpoli
N4715,news,newsus,22516,notpoli
N47175,news,newsus,26261,notpoli
N47178,news,newsus,25134,notpoli
N47201,news,newscrime,3759,notpoli
N47202,news,newsworld,2322,notpoli
N47254,news,newsoffbeat,21559,notpoli
N4726,news,newsus,13580,notpoli
N47268,news,newsworld,24201,notpoli
N47277,news,newsus,92,notpoli
N47296,news,newsscienceandtechnology,2384,notpoli
N47301,news,newsworld,26443,notpoli
N4732,news,newscrime,17670,notpoli
N47336,news,newsus,5468,notpoli
N47361,news,newsus,11873,notpoli
N47370,news,newscrime,18015,notpoli
N47439,news,newsus,9159,notpoli
N47448,news,newscrime,26985,notpoli
N47505,news,newsus,2894,notpoli
N47553,news,newsus,8342,notpoli
N47573,news,newscrime,10283,notpoli
N47583,news,newsscienceandtechnology,25480,notpoli
N47585,news,newsus,14703,notpoli
N47616,news,newsopinion,1798,notpoli
N47643,news,newsus,662,notpoli
N47652,news,newsus,4428,notpoli
N47653,news,newsus,14426,notpoli
N47662,news,newsopinion,7217,notpoli
N47708,news,newsus,12106,notpoli
N47814,news,newscrime,22303,notpoli
N47844,news,newsus,7882,notpoli
N47869,news,newsscienceandtechnology,25514,notpoli
N4792,news,newscrime,14654,notpoli
N47925,news,newscrime,51,notpoli
N47927,news,newsus,18765,notpoli
N47977,news,newscrime,10142,notpoli
N47993,news,newsus,9511,notpoli
N48007,news,newsus,11031,notpoli
N48011,news,newsus,22072,notpoli
N48013,news,newsscienceandtechnology,18433,notpoli
N48017,news,newscrime,8486,notpoli
N48042,news,newsworld,9584,notpoli
N48054,news,newsscienceandtechnology,26655,notpoli
N48055,news,newsus,26440,notpoli
N48066,news,newsscienceandtechnology,5901,notpoli
N48103,news,newsworld,394,notpoli
N48128,news,newsus,12987,notpoli
N48141,news,newsus,8390,notpoli
N48164,news,newsus,27636,notpoli
N48197,news,newsworld,1604,notpoli
N48252,news,newsscienceandtechnology,14205,notpoli
N4827,news,newsworld,12699,notpoli
N48276,news,newsus,25322,notpoli
N48323,news,newsworld,25207,notpoli
N48326,news,newsus,28966,notpoli
N48344,news,newsus,20382,notpoli
N48401,news,newsus,12336,notpoli
N48421,news,newsscienceandtechnology,4788,notpoli
N48436,news,newsus,13542,notpoli
N48451,news,newsworld,19893,notpoli
N48465,news,newsus,10759,notpoli
N48469,news,newsus,6900,notpoli
N48513,news,newsus,3422,notpoli
N48519,news,newsus,12142,notpoli
N48530,news,newsus,28410,notpoli
N48535,news,newsus,8407,notpoli
N48550,news,newsscienceandtechnology,29205,notpoli
N48578,news,newsscienceandtechnology,28902,notpoli
N48581,news,newsus,9391,notpoli
N48590,news,newscrime,6592,notpoli
N4860,news,newsus,12710,notpoli
N48630,news,newsus,20660,notpoli
N48644,news,newsworld,1805,notpoli
N48659,news,newsworld,2360,notpoli
N48683,news,newsus,21994,notpoli
N48709,news,newsus,8156,notpoli
N4872,news,newscrime,497,notpoli
N48729,news,newsworld,1765,notpoli
N48733,news,newsus,27487,notpoli
N48747,news,newsscienceandtechnology,11150,notpoli
N48767,news,newsus,4458,notpoli
N48771,news,newscrime,13767,notpoli
N48797,news,newsgoodnews,1748,notpoli
N48802,news,newsus,3862,notpoli
N48835,news,newsus,6824,notpoli
N48851,news,newsus,12328,notpoli
N4890,news,newsworld,24646,notpoli
N48915,news,newsus,13184,notpoli
N48924,news,newsus,17650,notpoli
N4894,news,newsus,11250,notpoli
N48949,news,newsus,6120,notpoli
N48953,news,newsus,9843,notpoli
N48985,news,newsus,14691,notpoli
N49022,news,newsus,27838,notpoli
N49028,news,newsus,6658,notpoli
N49046,news,newsscienceandtechnology,21148,notpoli
N49066,news,newsscienceandtechnology,5390,notpoli
N49083,news,newsscienceandtechnology,16486,notpoli
N49118,news,newsus,12195,notpoli
N49146,news,newsus,19236,notpoli
N49182,news,newscrime,3716,notpoli
N4919,news,newsus,15769,notpoli
N49195,news,newsus,23750,notpoli
N49216,news,newsscienceandtechnology,22064,notpoli
N49223,news,newscrime,3757,notpoli
N49251,news,newsus,12761,notpoli
N4927,news,newsus,3547,notpoli
N49273,news,newsopinion,8493,notpoli
N49307,news,newscrime,20019,notpoli
N49327,news,newsus,8205,notpoli
N49357,news,newsoffbeat,28552,notpoli
N49369,news,newsus,14314,notpoli
N4938,news,newsworld,3315,notpoli
N4943,news,newsus,11519,notpoli
N49441,news,newsscienceandtechnology,25008,notpoli
N49444,news,newsus,18408,notpoli
N49477,news,newsoffbeat,6954,notpoli
N49479,news,newsscienceandtechnology,8110,notpoli
N49484,news,newsus,2326,notpoli
N49504,news,newsus,22189,notpoli
N49508,news,newsus,20578,notpoli
N49512,news,newsus,19383,notpoli
N49533,news,newsus,26432,notpoli
N4956,news,newsworld,13988,notpoli
N49569,news,newscrime,5145,notpoli
N49571,news,newsus,6082,notpoli
N49613,news,newsus,14752,notpoli
N49634,news,newsus,23967,notpoli
N49635,news,newsus,3253,notpoli
N49639,news,newscrime,12800,notpoli
N49660,news,newsus,7560,notpoli
N49692,news,newsscienceandtechnology,1828,notpoli
N49697,news,newsworld,571,notpoli
N49719,news,newscrime,4155,notpoli
N49761,news,newsus,8930,notpoli
N49764,news,newsworld,9299,notpoli
N4979,news,newsus,5770,notpoli
N49791,news,newsworld,885,notpoli
N49795,news,newsus,24674,notpoli
N49811,news,newsus,13635,notpoli
N49835,news,newsoffbeat,6219,notpoli
N49875,news,newsoffbeat,17956,notpoli
N49912,news,newsus,29170,notpoli
N49914,news,newsus,10682,notpoli
N49926,news,newsscienceandtechnology,29156,notpoli
N49942,news,newsus,19943,notpoli
N49979,news,newsworld,6417,notpoli
N49986,news,newsus,11255,notpoli
N50030,news,newsoffbeat,18262,notpoli
N50087,news,newsus,5006,notpoli
N5011,news,newsus,27581,notpoli
N50111,news,newsworld,6525,notpoli
N50137,news,newsus,3437,notpoli
N5014,news,newsscienceandtechnology,25156,notpoli
N50150,news,newscrime,20339,notpoli
N50180,news,newsworld,19204,notpoli
N50190,news,newsus,23751,notpoli
N50194,news,newsus,11366,notpoli
N50202,news,newsus,14678,notpoli
N50206,news,newsworld,20512,notpoli
N50212,news,newsbusiness,22168,notpoli
N50221,news,newscrime,7270,notpoli
N50235,news,newsworld,1107,notpoli
N50260,news,newsus,7170,notpoli
N50266,news,newsoffbeat,11551,notpoli
N50275,news,newsscienceandtechnology,14408,notpoli
N50282,news,newscrime,17984,notpoli
N50296,news,newsus,26092,notpoli
N50312,news,newscrime,2347,notpoli
N50321,news,newsus,20333,notpoli
N50342,news,newsus,21057,notpoli
N50351,news,newsoffbeat,9594,notpoli
N50359,news,newsscienceandtechnology,22641,notpoli
N50374,news,newsworld,28507,notpoli
N50383,news,newsus,17045,notpoli
N50398,news,newsus,24813,notpoli
N50442,news,newsus,15383,notpoli
N50455,news,newscrime,10384,notpoli
N50457,news,newsus,6187,notpoli
N50460,news,newscrime,10825,notpoli
N50466,news,newsgoodnews,553,notpoli
N50478,news,newsus,20541,notpoli
N50481,news,newsus,22061,notpoli
N5053,news,newsus,25522,notpoli
N50536,news,newscrime,9611,notpoli
N50543,news,newsus,7466,notpoli
N5055,news,newscrime,2441,notpoli
N5057,news,newsus,28936,notpoli
N5059,news,newsscienceandtechnology,7423,notpoli
N50590,news,newsus,6041,notpoli
N50592,news,newscrime,2470,notpoli
N50595,news,newsus,12576,notpoli
N50626,news,newscrime,3330,notpoli
N5065,news,newsopinion,25602,notpoli
N50653,news,newsworld,26532,notpoli
N50668,news,newsus,25124,notpoli
N50688,news,newscrime,17721,notpoli
N50692,news,newsscienceandtechnology,20537,notpoli
N50701,news,newsus,19353,notpoli
N50715,news,newscrime,22110,notpoli
N50730,news,newscrime,447,notpoli
N50731,news,newsgoodnews,1363,notpoli
N50732,news,newsus,3369,notpoli
N50767,news,newsus,27282,notpoli
N5081,news,newsworld,27860,notpoli
N50833,news,newsus,2852,notpoli
N50851,news,newsus,22885,notpoli
N50852,news,newsus,1478,notpoli
N50887,news,newsus,5345,notpoli
N50894,news,newsus,16329,notpoli
N50925,news,newsus,4341,notpoli
N50926,news,newsworld,2862,notpoli
N50931,news,newsus,15644,notpoli
N50966,news,newsus,2536,notpoli
